Number,Read,Write,RWRatio
10051017,2634,2037,56:44
10051018,2668,1485,64:36
10051019,2157,1678,56:44
10051020,2330,1722,57:43
10051021,2439,1715,58:42
10051022,2435,1791,57:43
10051023,2404,1565,60:40
10051024,3009,1777,62:38
10051025,2535,1640,60:40
10051026,2376,1658,58:42
10051027,2771,1415,66:34
10051028,2057,1195,63:37
10051029,3334,1783,65:35
10051030,2687,1707,61:39
10051031,2752,1593,63:37
10051032,2452,1432,63:37
10051033,2422,1657,59:41
10051034,2621,1410,65:35
10051035,1978,1374,59:41
10051036,2785,1608,63:37
10051037,2047,1598,56:44
10051038,2260,1671,57:43
10051039,2703,1563,63:37
10051040,0,0,0
10051041,2780,1339,67:33
10051042,2220,1369,61:39
10051043,2482,1854,57:43
10051044,2195,1613,57:43
10051045,3167,2064,60:40
10051046,1970,1288,60:40
10051047,0,0,0
10051048,1928,1185,61:39
10051049,2465,1368,64:36
10051050,1733,944,64:36
10051051,2074,1501,58:42
10051052,2550,1742,59:41
10051053,2360,1372,63:37
10051054,2753,1400,66:34
10051055,2509,1869,57:43
10051056,2076,1505,57:43
10051057,1962,1561,55:45
10051058,2371,1819,56:44
10051059,0,0,0
10051060,2575,1708,60:40
10051061,2154,1497,58:42
10051062,1499,1223,55:45
10051063,2271,1734,56:44
10051064,3962,752,84:16
10051065,1973,1313,60:40
10051066,1846,1457,55:45
10051067,2453,1520,61:39
10051068,2446,1754,58:42
10051069,1572,1378,53:47
10051070,2542,1639,60:40
10051071,1642,1315,55:45
10051072,2323,1627,58:42
10051073,2655,1799,59:41
10051074,1824,1275,58:42
10051075,2529,1796,58:42
10051076,1891,1429,56:44
10051077,2487,1959,55:45
10051078,1679,1381,54:46
10051079,1502,1206,55:45
10051080,1370,1187,53:47
10051081,2208,1924,53:47
10051082,2204,2011,52:48
10051083,1072,995,51:49
10051084,1115,1174,48:52
10051085,1389,1376,50:50
10051086,1333,1367,49:51
10051087,1116,1218,47:53
10051088,1994,1870,51:49
10051089,1976,1902,50:50
10051090,2035,1951,51:49
10051091,2439,2120,53:47
10051092,2397,2140,52:48
10051093,2185,2023,51:49
10051094,2151,2006,51:49
10051095,1808,1769,50:50
10051096,2336,2013,53:47
10051097,2090,2021,50:50
10051098,2003,2049,49:51
10051099,2374,1969,54:46
10051100,2176,2002,52:48
10051101,0,0,0
10051102,2231,2010,52:48
10051103,1129,1267,47:53
10051104,1184,1259,48:52
10051105,0,0,0
10051106,2139,1949,52:48
10051107,1141,1266,47:53
10051108,1123,1248,47:53
10051109,1113,1264,46:54
10051110,0,0,0
10051111,2111,1935,52:48
10051112,2386,1907,55:45
10051113,2303,2093,52:48
10051114,1113,1212,47:53
10051115,2017,1945,50:50
10051116,2283,2039,52:48
10051117,2057,1947,51:49
10051118,1551,1616,48:52
10051119,2128,2067,50:50
10051120,2111,2001,51:49
10051121,2251,1914,54:46
10051122,2113,1985,51:49
10051123,2439,2047,54:46
10051124,2187,2016,52:48
10051125,2084,1981,51:49
10051126,0,0,0
10051127,0,0,0
10051128,2071,1931,51:49
10051129,2284,2091,52:48
10051130,2480,2182,53:47
10051131,1985,1897,51:49
10051132,2274,1986,53:47
10051133,1124,1277,46:54
10051134,0,0,0
10051135,2073,1904,52:48
10051136,2145,1908,52:48
10051137,2372,2133,52:48
10051138,1129,1270,47:53
10051139,2021,1865,52:48
10051140,2477,2209,52:48
10051141,2447,2133,53:47
10051142,2249,1944,53:47
10051143,1120,1280,46:54
10051144,2333,1940,54:46
10051145,1853,1816,50:50
10051146,2106,1957,51:49
10051147,2221,1990,52:48
10051148,2315,2017,53:47
10051149,2265,2078,52:48
10051150,2298,1875,55:45
10051151,2268,1982,53:47
10051152,2050,1797,53:47
10051153,2465,2107,53:47
10051154,1767,1811,49:51
10051155,1915,1833,51:49
10051156,1865,1790,51:49
10051157,2253,1915,54:46
10051158,2549,2179,53:47
10051159,2401,2050,53:47
10051160,0,0,0
10051161,2213,2035,52:48
10051162,2471,2124,53:47
10051163,2118,1951,52:48
10051164,2328,1942,54:46
10051165,2398,2066,53:47
10051166,1512,1486,50:50
10051167,2086,1982,51:49
10051168,1939,1878,50:50
10051169,2228,1892,54:46
10051170,2368,1946,54:46
10051171,2430,1860,56:44
10051172,2428,2074,53:47
10051173,2050,1916,51:49
10051174,2012,1932,51:49
10051175,2132,1894,52:48
10051176,2339,2066,53:47
10051177,2098,1945,51:49
10051178,2147,1867,53:47
10051179,2167,2006,51:49
10051180,2603,2155,54:46
10051181,2385,1964,54:46
10051182,1418,1467,49:51
10051183,2219,2023,52:48
10051184,1806,1776,50:50
10051185,2056,1818,53:47
10051186,2280,2013,53:47
10051187,2049,1846,52:48
10051188,2179,1948,52:48
10051189,2169,1893,53:47
10051190,1952,1914,50:50
10051191,2575,2047,55:45
10051192,1225,1308,48:52
10051193,2619,2255,53:47
10051194,2171,1986,52:48
10051195,2258,2022,52:48
10051196,2330,2167,51:49
10051197,1276,1146,52:48
10051198,1784,1228,59:41
10051199,2431,1530,61:39
10051200,0,0,0
10051201,3045,1773,63:37
10051202,2413,1784,57:43
10051203,1201,808,59:41
10051204,2387,1753,57:43
10051205,2157,1622,57:43
10051206,2440,1846,56:44
10051207,2599,1439,64:36
10051208,2669,1461,64:36
10051209,1286,993,56:44
10051210,2632,1678,61:39
10051211,1945,1212,61:39
10051212,2392,1522,61:39
10051213,0,0,0
10051214,1991,1406,58:42
10051215,2478,1567,61:39
10051216,2588,1632,61:39
10051217,2183,1663,56:44
10051218,2450,1843,57:43
10051219,2136,1606,57:43
10051220,2006,1386,59:41
10051221,0,0,0
10051222,3311,1664,66:34
10051223,2555,1805,58:42
10051224,2958,2087,58:42
10051225,1815,1388,56:44
10051226,1918,1226,61:39
10051227,2510,1929,56:44
10051228,2265,1556,59:41
10051229,2445,1837,57:43
10051230,2424,1705,58:42
10051231,2039,1595,56:44
10051232,1699,1362,55:45
10051233,2424,1892,56:44
10051234,1615,1287,55:45
10051235,2233,1552,58:42
10051236,2933,2248,56:44
10051237,2045,1570,56:44
10051238,2501,1441,63:37
10051239,2540,1697,59:41
10051240,3076,2094,59:41
10051241,2295,1240,64:36
10051242,2475,1892,56:44
10051243,1662,1200,58:42
10051244,2257,1634,58:42
10051245,0,0,0
10051246,2778,1918,59:41
10051247,2313,1935,54:46
10051248,2927,2020,59:41
10051249,2634,1477,64:36
10051250,2099,1729,54:46
10051251,2410,1835,56:44
10051252,2366,1753,57:43
10051253,2811,1926,59:41
10051254,2440,1778,57:43
10051255,2808,2071,57:43
10051256,2334,1800,56:44
10051257,2529,1699,59:41
10051258,2113,1564,57:43
10051259,2756,1777,60:40
10051260,2295,1877,55:45
10051261,2131,1799,54:46
10051262,2150,1716,55:45
10051263,2752,1690,61:39
10051264,2439,1399,63:37
10051265,2694,1780,60:40
10051266,2736,1582,63:37
10051267,1134,1080,51:49
10051268,2032,1622,55:45
10051269,1791,1346,57:43
10051270,1947,1378,58:42
10051271,2769,1846,60:40
10051272,2493,1844,57:43
10051273,2964,1852,61:39
10051274,3040,1925,61:39
10051275,2523,1582,61:39
10051276,2572,2055,55:45
10051277,2357,1972,54:46
10051278,2285,1793,56:44
10051279,2530,1763,58:42
10051280,2706,1971,57:43
10051281,2938,2065,58:42
10051282,2470,1783,58:42
10051283,2137,1975,51:49
10051284,1875,1769,51:49
10051285,1874,1766,51:49
10051286,2032,1710,54:46
10051287,2154,2042,51:49
10051288,2129,1930,52:48
10051289,1120,1280,46:54
10051290,2207,1957,53:47
10051291,2070,1967,51:49
10051292,2149,1960,52:48
10051293,2432,2032,54:46
10051294,1852,1744,51:49
10051295,2217,2054,51:49
10051296,2191,2034,51:49
10051297,2171,1917,53:47
10051298,2180,1857,54:46
10051299,2152,2136,50:50
10051300,0,0,0
10051301,2348,2072,53:47
10051302,2092,1948,51:49
10051303,2412,2031,54:46
10051304,2309,2035,53:47
10051305,2184,1948,52:48
10051306,2180,2015,51:49
10051307,2348,2056,53:47
10051308,1260,1022,55:45
10051309,3068,2162,58:42
10051310,2318,1924,54:46
10051311,2228,1731,56:44
10051312,2672,1685,61:39
10051313,2307,1491,60:40
10051314,1993,1108,64:36
10051315,2661,1568,62:38
10051316,2622,1791,59:41
10051317,2846,1953,59:41
10051318,2656,1647,61:39
10051319,2753,1808,60:40
10051320,2777,1640,62:38
10051321,2428,1307,65:35
10051322,2607,1693,60:40
10051323,2728,1956,58:42
10051324,2173,1583,57:43
10051325,2099,1726,54:46
10051326,2716,2207,55:45
10051327,2403,1776,57:43
10051328,1572,1274,55:45
10051329,2194,1578,58:42
10051330,2396,1680,58:42
10051331,1976,1181,62:38
10051332,2402,1209,66:34
10051333,2725,1927,58:42
10051334,2532,1823,58:42
10051335,2364,1686,58:42
10051336,0,0,0
10051337,2524,1800,58:42
10051338,2611,1731,60:40
10051339,2661,2017,56:44
10051340,1831,1475,55:45
10051341,2531,1826,58:42
10051342,2784,1865,59:41
10051343,2976,2002,59:41
10051344,2907,1904,60:40
10051345,2520,1705,59:41
10051346,2915,2029,58:42
10051347,3553,2065,63:37
10051348,2594,1974,56:44
10051349,2284,1886,54:46
10051350,2429,1598,60:40
10051351,2854,1998,58:42
10051352,2953,2164,57:43
10051353,2326,1596,59:41
10051354,2700,1843,59:41
10051355,2034,1496,57:43
10051356,2898,1957,59:41
10051357,2690,1837,59:41
10051358,2338,1471,61:39
10051359,2118,1531,58:42
10051360,2560,1870,57:43
10051361,0,0,0
10051362,2505,1746,58:42
10051363,2310,1654,58:42
10051364,2903,2269,56:44
10051365,2275,1502,60:40
10051366,2784,1826,60:40
10051367,2535,1804,58:42
10051368,2296,1815,55:45
10051369,2310,1595,59:41
10051370,2149,1546,58:42
10051371,2470,1525,61:39
10051372,2399,1583,60:40
10051373,2573,1697,60:40
10051374,2551,1083,70:30
10051375,2566,1478,63:37
10051376,2498,1351,64:36
10051377,1920,1398,57:43
10051378,2000,1546,56:44
10051379,2251,1626,58:42
10051380,2566,1615,61:39
10051381,0,0,0
10051382,2517,1890,57:43
10051383,2303,1210,65:35
10051384,2336,1517,60:40
10051385,2429,1617,60:40
10051386,2098,1375,60:40
10051387,2679,1779,60:40
10051388,2854,1371,67:33
10051389,2442,1794,57:43
10051390,1982,1259,61:39
10051391,2199,1389,61:39
10051392,2369,1309,64:36
10051393,2679,1986,57:43
10051394,2657,1587,62:38
10051395,2566,1737,59:41
10051396,2577,1499,63:37
10051397,2934,2026,59:41
10051398,2388,1266,65:35
10051399,2907,2080,58:42
10051400,2106,1309,61:39
10051401,2426,1687,58:42
10051402,2071,1740,54:46
10051403,2477,1847,57:43
10051404,3028,2115,58:42
10051405,2711,1682,61:39
10051406,2539,1667,60:40
10051407,2453,1532,61:39
10051408,2788,1997,58:42
10051409,2447,1848,56:44
10051410,2358,1360,63:37
10051411,2222,1477,60:40
10051412,0,0,0
10051413,2942,1634,64:36
10051414,2602,1614,61:39
10051415,2394,1198,66:34
10051416,3018,2076,59:41
10051417,2674,1810,59:41
10051418,2646,1834,59:41
10051419,2129,1617,56:44
10051420,2366,1285,64:36
10051421,2555,1715,59:41
10051422,2569,1473,63:37
10051423,2666,1920,58:42
10051424,2425,1759,57:43
10051425,3047,2192,58:42
10051426,2514,1577,61:39
10051427,2577,1633,61:39
10051428,3160,1596,66:34
10051429,2495,1596,60:40
10051430,2944,2149,57:43
10051431,2420,1827,56:44
10051432,2590,1669,60:40
10051433,2461,1552,61:39
10051434,2288,1852,55:45
10051435,2733,1768,60:40
10051436,2077,1482,58:42
10051437,2219,1566,58:42
10051438,2480,1601,60:40
10051439,2530,1305,65:35
10051440,2845,1909,59:41
10051441,2168,1141,65:35
10051442,2697,1817,59:41
10051443,2597,1787,59:41
10051444,2354,1315,64:36
10051445,2522,1696,59:41
10051446,2484,1761,58:42
10051447,2442,1627,60:40
10051448,2892,1807,61:39
10051449,2580,1757,59:41
10051450,2225,1415,61:39
10051451,2489,1483,62:38
10051452,2635,1696,60:40
10051453,2703,1840,59:41
10051454,0,0,0
10051455,3027,1538,66:34
10051456,2402,1711,58:42
10051457,2579,1547,62:38
10051458,2148,1465,59:41
10051459,1210,812,59:41
10051460,2266,1296,63:37
10051461,2680,1674,61:39
10051462,1684,1177,58:42
10051463,2233,1419,61:39
10051464,2415,1752,57:43
10051465,2433,1476,62:38
10051466,2807,1764,61:39
10051467,2347,1759,57:43
10051468,2154,1394,60:40
10051469,1786,1159,60:40
10051470,2048,825,71:29
10051471,2539,1606,61:39
10051472,2394,1688,58:42
10051473,2641,1859,58:42
10051474,2346,1643,58:42
10051475,2262,1722,56:44
10051476,2253,1238,64:36
10051477,2174,1369,61:39
10051478,2178,1692,56:44
10051479,2548,1854,57:43
10051480,2436,1332,64:36
10051481,2407,1590,60:40
10051482,2587,1931,57:43
10051483,2341,1784,56:44
10051484,1742,1143,60:40
10051485,2629,1497,63:37
10051486,2601,1843,58:42
10051487,2616,1892,58:42
10051488,2446,1408,63:37
10051489,2168,1682,56:44
10051490,2869,1753,62:38
10051491,2793,1649,62:38
10051492,2139,1696,55:45
10051493,2235,1450,60:40
10051494,2456,1762,58:42
10051495,2734,1835,59:41
10051496,2482,1668,59:41
10051497,2690,1698,61:39
10051498,2546,1861,57:43
10051499,2835,1901,59:41
10051500,2478,1813,57:43
10051501,0,0,0
10051502,2500,1960,56:44
10051503,1882,1486,55:45
10051504,2316,1529,60:40
10051505,2417,1894,56:44
10051506,2355,1614,59:41
10051507,2208,1786,55:45
10051508,2593,1706,60:40
10051509,2580,1771,59:41
10051510,2823,1729,62:38
10051511,2271,1607,58:42
10051512,0,0,0
10051513,2014,1512,57:43
10051514,2646,1760,60:40
10051515,0,0,0
10051516,2302,1474,60:40
10051517,2945,1951,60:40
10051518,2543,1701,59:41
10051519,2075,1295,61:39
10051520,2526,1850,57:43
10051521,2059,1466,58:42
10051522,994,720,57:43
10051523,2518,1688,59:41
10051524,0,0,0
10051525,2264,1452,60:40
10051526,2997,1792,62:38
10051527,2055,1407,59:41
10051528,2400,1537,60:40
10051529,2160,1418,60:40
10051530,3086,1860,62:38
10051531,2131,1567,57:43
10051532,3082,1493,67:33
10051533,2300,1703,57:43
10051534,1971,1197,62:38
10051535,2535,1904,57:43
10051536,2640,1996,56:44
10051537,2643,1885,58:42
10051538,2574,1597,61:39
10051539,2349,1738,57:43
10051540,2147,1476,59:41
10051541,2475,1881,56:44
10051542,2571,1936,57:43
10051543,1511,1589,48:52
10051544,2582,1835,58:42
10051545,1924,1427,57:43
10051546,2050,1556,56:44
10051547,0,0,0
10051548,2279,1692,57:43
10051549,3011,1784,62:38
10051550,2254,1702,56:44
10051551,2455,1829,57:43
10051552,2735,1594,63:37
10051553,2941,1721,63:37
10051554,2569,1707,60:40
10051555,2282,1548,59:41
10051556,2890,1827,61:39
10051557,2679,1840,59:41
10051558,3959,2324,63:37
10051559,0,0,0
10051560,2704,1974,57:43
10051561,1874,1423,56:44
10051562,2614,1750,59:41
10051563,2350,1410,62:38
10051564,2766,2020,57:43
10051565,2121,1424,59:41
10051566,2280,1587,58:42
10051567,2278,1636,58:42
10051568,2205,1727,56:44
10051569,1739,1032,62:38
10051570,2369,1823,56:44
10051571,2772,1668,62:38
10051572,0,0,0
10051573,2550,1692,60:40
10051574,2166,1483,59:41
10051575,0,0,0
10051576,2257,1543,59:41
10051577,0,0,0
10051578,2205,1314,62:38
10051579,2851,1971,59:41
10051580,2450,1660,59:41
10051581,2872,1538,65:35
10051582,2373,1563,60:40
10051583,2804,1705,62:38
10051584,2620,1826,58:42
10051585,2338,1615,59:41
10051586,2558,1901,57:43
10051587,1949,1514,56:44
10051588,2319,1532,60:40
10051589,2389,1432,62:38
10051590,3650,1660,68:32
10051591,0,0,0
10051592,2067,1596,56:44
10051593,2410,1620,59:41
10051594,0,0,0
10051595,2673,1834,59:41
10051596,2597,1444,64:36
10051597,2357,1343,63:37
10051598,0,0,0
10051599,2580,1775,59:41
10051600,2334,1430,62:38
10051601,2292,1623,58:42
10051602,2493,1664,59:41
10051603,2490,1709,59:41
10051604,3122,2025,60:40
10051605,2163,1720,55:45
10051606,2673,1890,58:42
10051607,2553,1792,58:42
10051608,2216,1380,61:39
10051609,0,0,0
10051610,2542,1747,59:41
10051611,2390,1602,59:41
10051612,2010,1553,56:44
10051613,2484,1819,57:43
10051614,3431,1858,64:36
10051615,0,0,0
10051616,2366,1665,58:42
10051617,2505,1683,59:41
10051618,2487,1717,59:41
10051619,1830,1424,56:44
10051620,187,138,57:43
10051621,2164,1560,58:42
10051622,2339,1691,58:42
10051623,2833,2082,57:43
10051624,2639,1830,59:41
10051625,2628,1921,57:43
10051626,2819,1679,62:38
10051627,2558,1661,60:40
10051628,2498,1810,57:43
10051629,2479,1621,60:40
10051630,2169,1514,58:42
10051631,1917,1383,58:42
10051632,2489,1739,58:42
10051633,2529,1699,59:41
10051634,0,0,0
10051635,3435,1899,64:36
10051636,2263,1567,59:41
10051637,2143,1385,60:40
10051638,2814,1839,60:40
10051639,2664,1976,57:43
10051640,2203,1647,57:43
10051641,2622,2019,56:44
10051642,2372,1767,57:43
10051643,1725,1167,59:41
10051644,2679,1840,59:41
10051645,2522,1772,58:42
10051646,2414,1846,56:44
10051647,2852,1912,59:41
10051648,2154,1710,55:45
10051649,2571,1625,61:39
10051650,2152,1694,55:45
10051651,1697,1280,57:43
10051652,1177,862,57:43
10051653,0,0,0
10051654,3123,2036,60:40
10051655,2448,1876,56:44
10051656,2346,1568,59:41
10051657,3054,2073,59:41
10051658,2200,1732,55:45
10051659,3658,2346,60:40
10051660,2797,1717,61:39
10051661,2825,1739,61:39
10051662,3063,1699,64:36
10051663,2741,1885,59:41
10051664,2546,1651,60:40
10051665,2503,1737,59:41
10051666,2913,2042,58:42
10051667,2747,1475,65:35
10051668,2403,1488,61:39
10051669,2966,2044,59:41
10051670,2765,2111,56:44
10051671,2376,1667,58:42
10051672,3735,2247,62:38
10051673,2946,1534,65:35
10051674,2759,1953,58:42
10051675,2829,1787,61:39
10051676,2657,1820,59:41
10051677,2904,2034,58:42
10051678,2579,1709,60:40
10051679,2410,1638,59:41
10051680,2310,1612,58:42
10051681,0,0,0
10051682,1994,1354,59:41
10051683,2947,1547,65:35
10051684,3127,2109,59:41
10051685,3177,2193,59:41
10051686,2518,1842,57:43
10051687,2370,1725,57:43
10051688,274,245,52:48
10051689,2538,1838,57:43
10051690,2730,1793,60:40
10051691,2558,1800,58:42
10051692,2400,1736,58:42
10051693,735,556,56:44
10051694,2648,1606,62:38
10051695,2386,1451,62:38
10051696,2896,1549,65:35
10051697,2587,1773,59:41
10051698,2528,1987,55:45
10051699,1225,786,60:40
10051700,2640,1756,60:40
10051701,72,63,53:47
10051702,3182,1772,64:36
10051703,2447,1739,58:42
10051704,2454,1681,59:41
10051705,2780,1447,65:35
10051706,2348,1572,59:41
10051707,2225,1386,61:39
10051708,2617,1751,59:41
10051709,2451,1546,61:39
10051710,2154,1622,57:43
10051711,2785,1282,68:32
10051712,2565,1532,62:38
10051713,2698,1595,62:38
10051714,2348,1734,57:43
10051715,2414,1325,64:36
10051716,2877,1801,61:39
10051717,2528,1406,64:36
10051718,2809,1951,59:41
10051719,2464,1708,59:41
10051720,2334,1520,60:40
10051721,2769,1676,62:38
10051722,2669,1667,61:39
10051723,2513,1804,58:42
10051724,2654,1093,70:30
10051725,2509,1712,59:41
10051726,2363,1829,56:44
10051727,2874,1793,61:39
10051728,2349,1478,61:39
10051729,2657,1874,58:42
10051730,2782,1659,62:38
10051731,2398,1609,59:41
10051732,2257,1465,60:40
10051733,2404,1833,56:44
10051734,2374,1369,63:37
10051735,2599,1711,60:40
10051736,2687,1670,61:39
10051737,2389,1720,58:42
10051738,2033,1302,60:40
10051739,2638,2004,56:44
10051740,2384,1662,58:42
10051741,2558,1544,62:38
10051742,2611,1689,60:40
10051743,2647,1918,57:43
10051744,2622,1542,62:38
10051745,2633,1468,64:36
10051746,2223,1579,58:42
10051747,2417,1630,59:41
10051748,2598,1685,60:40
10051749,2894,1757,62:38
10051750,2740,1756,60:40
10051751,1881,1083,63:37
10051752,2260,1197,65:35
10051753,2118,1396,60:40
10051754,2439,1563,60:40
10051755,2701,1207,69:31
10051756,3046,2020,60:40
10051757,2250,1714,56:44
10051758,2983,1481,66:34
10051759,2518,1132,68:32
10051760,2563,1801,58:42
10051761,2503,1564,61:39
10051762,2376,1636,59:41
10051763,2362,1327,64:36
10051764,2798,1965,58:42
10051765,2767,1576,63:37
10051766,2588,1739,59:41
10051767,2365,1481,61:39
10051768,2851,1552,64:36
10051769,2187,1288,62:38
10051770,2632,1689,60:40
10051771,2486,1628,60:40
10051772,2269,1714,56:44
10051773,2335,1433,61:39
10051774,2867,1708,62:38
10051775,0,0,0
10051776,2199,1290,63:37
10051777,2087,1194,63:37
10051778,2436,1736,58:42
10051779,2125,1317,61:39
10051780,2109,1592,56:44
10051781,1429,1174,54:46
10051782,0,0,0
10051783,2555,1645,60:40
10051784,2252,1582,58:42
10051785,2373,1397,62:38
10051786,2415,1841,56:44
10051787,2337,1655,58:42
10051788,1853,1298,58:42
10051789,2497,1481,62:38
10051790,2082,1529,57:43
10051791,2542,1659,60:40
10051792,2578,1600,61:39
10051793,2614,1936,57:43
10051794,2365,1678,58:42
10051795,2394,1918,55:45
10051796,1444,1102,56:44
10051797,2028,1360,59:41
10051798,2352,1641,58:42
10051799,2259,1754,56:44
10051800,1697,1343,55:45
10051801,2135,1509,58:42
10051802,2462,1736,58:42
10051803,1942,1519,56:44
10051804,2835,1914,59:41
10051805,3060,1958,60:40
10051806,2349,1289,64:36
10051807,1633,1106,59:41
10051808,2221,1581,58:42
10051809,1647,1047,61:39
10051810,3392,1856,64:36
10051811,3093,1666,64:36
10051812,2685,1798,59:41
10051813,2262,1293,63:37
10051814,2403,1519,61:39
10051815,2591,1140,69:31
10051816,2436,1417,63:37
10051817,2392,1470,61:39
10051818,2520,1372,64:36
10051819,2340,1384,62:38
10051820,2193,1589,57:43
10051821,2941,1609,64:36
10051822,2485,1530,61:39
10051823,2280,1388,62:38
10051824,2548,1698,60:40
10051825,3017,2074,59:41
10051826,2317,1537,60:40
10051827,2459,1508,61:39
10051828,0,0,0
10051829,2680,1438,65:35
10051830,3225,2218,59:41
10051831,2988,1711,63:37
10051832,2483,1419,63:37
10051833,2155,1500,58:42
10051834,2401,1891,55:45
10051835,2499,1642,60:40
10051836,2519,1577,61:39
10051837,2660,1320,66:34
10051838,1995,1237,61:39
10051839,2515,1564,61:39
10051840,2614,1985,56:44
10051841,1885,1237,60:40
10051842,2098,1470,58:42
10051843,2197,1311,62:38
10051844,2267,1653,57:43
